zip_code,current_price,pct_change_1yr,pct_change_3yr,pct_change_5yr
55407,304745.15582091553,1.8028911482937888,2.800776816570914,15.552011573810349
55423,328775.7845088377,2.8339984990828153,11.735944880661227,27.0943847236618
55406,328908.6231220083,2.0549283178801496,6.337784774155483,18.68676782340187
55433,300503.7830566247,2.9460683536289394,13.983358328260358,36.32451002844925
55443,373441.41982495546,0.6605616502611932,11.869496265389461,28.582480758833707
55434,317711.21057109296,2.829429828722352,14.305413317685044,36.21708189343768
55432,305115.37477135955,3.148357353047261,14.47916779570376,36.12453890509541
55408,289113.85737644543,0.5843110030171738,-0.06483152102295943,9.241566836448603
55428,302795.36263303546,1.5328574453875363,11.723774199734725,28.441548347842772
55411,235309.34276159512,1.366478542248716,5.0763141350676655,25.311285185698306
55418,336064.3484605675,2.2422494057811195,7.574136049446545,22.365656568057656
55416,403229.25059482426,1.5857800528855719,7.891201420053171,16.257728830488393
55429,288671.3183249952,2.629435946341794,12.7666666542295,33.100319555988534
55421,287256.6603755549,2.7370551583885807,12.0787139850381,34.17190890038854
55448,322429.64787526237,2.276018979969908,13.591487639769676,33.962940496363544
55414,364394.4681370033,-0.06047132287261899,0.5580196027302646,10.683836368741275
55419,463298.02843040926,3.1918793178084606,9.686304313691025,18.686060601142856
55404,243157.9144838853,0.19372542233300732,-5.371977732114506,2.662948065793748
55422,325551.41127484775,1.8545325844079266,10.761965563609358,27.378703948635707
55426,356242.8107773562,2.9354162210396364,10.887030279961902,24.431080609006052
55427,352270.3258992019,1.3304224222287053,11.683373357720026,26.752807040698563
55446,597616.272004271,1.0255338868003347,16.576622115166572,30.755153181763927
55412,223272.43862975013,0.9625456763860143,5.7926488038502715,21.916050221752677
55417,362243.7147349823,3.53333156944132,9.81437975880554,22.29034134437856
55420,318653.3252107078,3.0540255401198233,12.508641335823652,28.40786150417735
55430,272026.68464060576,2.8726166834937583,11.78410286255521,31.095540567366648
55447,471525.99053040333,1.5218037851162292,14.680637561563195,30.760180914809325
55410,549531.2859575973,2.5438682953845544,11.565196994385078,17.93194846422374
55431,359776.5636589306,2.0859005896915694,12.054369893634242,26.224039691580277
55441,435507.9846435897,1.4579461045600066,12.84054653390073,27.553118972219387
55437,375127.6013023384,1.9905831189164842,12.578762571639125,25.84061227210814
55403,206641.9072821778,-10.500190499199679,-18.56638534904091,-15.524615267754738
55438,385358.0960083459,0.7713052473153814,11.22659435316705,25.238567043745526
55444,322270.9856132371,1.86790027510496,13.512941921493882,31.706997656581336
55405,442883.89010122814,2.2268461718782104,5.9475616422356525,14.429120657229852
55413,313865.6178800384,0.8050625072110108,2.0290152891036346,14.074121574079717
55436,594966.2407256236,3.4010070455502257,16.882735200137127,23.454510835176748
55435,234578.3196189569,-3.159931630328595,-1.0842359222831628,5.462276890731096
55445,343263.9609724031,0.933024183375126,12.270486530268043,29.750266923332227
55442,452105.25775420835,1.9734829905729994,15.158837148993204,30.07417539355073
55401,299634.22588772146,-2.003172590373385,-7.81946050043477,-5.211980307402285
55424,907995.579975398,2.1289041294206843,20.068321646801614,21.02958640647396
55409,349760.8775666332,2.1341666656820157,3.718338892787703,12.894618808668179
55425,315883.2522687548,1.3461550562671893,8.44079228908157,24.201940562633208
55439,643105.8414490497,2.498921264468924,17.512114400454358,25.268896477729225
55415,375156.03302921215,5.94408449890262,-2.458550784282348,1.9049378173160614
