r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.8362762107000898,0.7544143160501348,0.7257047492855249,10.215695767561234,3.9877563678383544e-4,6,-16.502646464102043,49.005292928204085,56.56080476153561,6.319768597626798,12,19
